Number	Order_Group	Species_Name	Final_Status	Status_Confidence	Database_Confidence	Group_Count	Species_Count	Sequence_Count	ML_Distance	ML_Similarity	dN_Distance	dN_Similarity	dS_Distance	dS_Similarity	AA_Distance	AA_Similarity	Ztest_Distance	Ztest_Similarity	dN/dS_Distance	dN/dS_Similarity
1107	Lepidoptera_Group_377	Acronicta falcula	Native	66	50	1	1	1	0.06394859		0.00399734		0.33532082		0		9.53E-13		0.01192094186	
1108	Lepidoptera_Group_378	Leucania lapidaria	Native	33	50	1	1	4	0.04949599	0.00089736	0	0	0.28907004	0.00443462	0	0	1.12E-12	0.54514775	0	0
1109	Lepidoptera_Group_379	Leucania ursula	Native	33	50	1	1	4	0.0426721	0	0	0	0.20642146	0	0	0	4.28E-10	1	0	
1110	Lepidoptera_Group_38	Acleris chalybeana	Native	33		1	1	3	0.05860646	0.00086181	0.00560361	0	0.3160941	0.00440531	0	0	4.54E-11	0.54515479	0.01772766401	0
1111	Lepidoptera_Group_380	Leucania amygdalina	Unknown	33		1	1	1	0.0426721		0.00510402		0.20642146		0		2.46E-10		0.02472620821	
1112	Lepidoptera_Group_381	Acronicta longa	Native	66	50	1	1	1	0.05072719		0.00800541		0.25948474		0.01379332		1.15E-11		0.03085117838	
1113	Lepidoptera_Group_382	Acronicta noctivaga	Native	66	50	1	1	1	0.04140601		0.00199203		0.22568774		0		1.19E-10		0.008826487429	
1114	Lepidoptera_Group_383	Chytonix sensilis	Native	33	50	1	1	1	0.05314304		0.00198939		0.28317537		0		5.60E-11		0.007025293196	
1115	Lepidoptera_Group_384	Phaecasiophora niveiguttana	Unknown	33		1	1	1	0.07212506		0.00801611		0.37538699		0		7.07E-12		0.02135425631	
1116	Lepidoptera_Group_385	Episimus argutana	Unknown	33		1	1	1	0.07146441		0.00399335		0.3515356		0		3.25E-12		0.01135973142	
1117	Lepidoptera_Group_386	Syndemis afflictana	Unknown	33		1	1	1	0.06681999		0.01000015		0.34926298		0.00457667		1.17E-12		0.02863214991	
1118	Lepidoptera_Group_387	Pandemis limitata	Unknown	33		1	1	1	0.06625627		0.00399335		0.34926298		0		1.19E-12		0.01143364808	
1119	Lepidoptera_Group_388	Clepsis virescana	Unknown	33		1	1	6	0.06326045	0.00167044	0.00728916	0	0.32863386	0.00834064	0.00476107	0	1.38E-12	0.3550912	0.02218018557	0
1120	Lepidoptera_Group_389	Clepsis melaleucanus	Unknown	33		1	1	2	0.05212786	0	0.00417214	0	0.26796589	0	0.0047946	0	8.81E-11	1	0.01556966821	
1121	Lepidoptera_Group_39	Prolimacodes badia	Unknown	33		1	1	1	0.09141893		0.01303073		0.46347112		0.00917438		0		0.02811551667	
1122	Lepidoptera_Group_390	Clepsis peritana	Native	33	50	1	1	1	0.04212402		0.00417214		0.21280046		0		2.61E-10		0.01960587867	
1123	Lepidoptera_Group_391	Clepsis penetralis	Unknown	33		1	1	2	0.04212402	0.00129272	0.00598606	0	0.21280046	0.00652178	0.01156082	0	1.93E-10	0.31775291	0.0281299204	0
1124	Lepidoptera_Group_392	Choristoneura fractivittana	Unknown	33		1	1	13	0.05294673	0.0002181	0.00560361	0	0.25460637	0.0010937	0.00352051	0	6.65E-11	0.89501719	0.02200891517	0
1125	Lepidoptera_Group_393	Xenotemna pallorana	Unknown	33		1	1	1	0.05294673		0.01177931		0.25460637		0.00803026		5.12E-11		0.04626478905	
1126	Lepidoptera_Group_394	Gretchena concubitana	Unknown	33		1	1	1	0.05287806		0.00438437		0.28628467		0		8.28E-12		0.01531472153	
1127	Lepidoptera_Group_395	Gretchena amatana	Unknown	33		2	1	3	0.05287806	0.00525784	0.00446297	0	0.28628467	0.02664706	0	0	5.80E-12	0.12872637	0.01558927343	0
1128	Lepidoptera_Group_395	Gretchena deludana	Unknown	33		2	1	3	0.05287806	0.00525784	0.00446297	0	0.28628467	0.02664706	0	0	5.80E-12	0.12872637	0.01558927343	0
1129	Lepidoptera_Group_396	Epinotia nanana	Unknown	33		1	1	1	0.07722065		0.00656939		0.42404312		0.00457667		0		0.01549226881	
1130	Lepidoptera_Group_397					0		1	0.05392347		0		0.30323328		0		1.71E-12		0	
1131	Lepidoptera_Group_398	Eucopina tocullionana	Unknown	33		1	1	6	0.06841773	0.00111435	0.00770092	0	0.35595369	0.00318843	0	0	3.33E-12	0.68158318	0.02163461208	0
1132	Lepidoptera_Group_399	Hemileuca lucina	Native	33	50	3	1	7	0.11259875	0.00382766	0.03293619	0.00113548	0.55041581	0.01587922	0.02335534	0.00261824	1.53E-13	0.26208681	0.05983874264	0.07150729066
1133	Lepidoptera_Group_399	Hemileuca maia	Native	33	50	3	1	7	0.11259875	0.00382766	0.03293619	0.00113548	0.55041581	0.01587922	0.02335534	0.00261824	1.53E-13	0.26208681	0.05983874264	0.07150729066
1134	Lepidoptera_Group_399	Hemileuca nevadensis	Native	33	50	3	1	7	0.11259875	0.00382766	0.03293619	0.00113548	0.55041581	0.01587922	0.02335534	0.00261824	1.53E-13	0.26208681	0.05983874264	0.07150729066
1135	Lepidoptera_Group_4	Coptodisca VacciniumUSA				1	1	2	0.08527996	0.01049357	0.02395955	0.00654312	0.42259587	0.03125452	0.03275995	0.01492565	6.01E-08	0.18310716	0.05669612909	0.2093495597
1136	Lepidoptera_Group_40	Digrammia continuata	Native	33	50	1	1	1	0.08897596		0.0039722		0.53144987		0		0		0.007474270339	
1137	Lepidoptera_Group_400	Boloria chariclea	Native	33	50	1	1	2	0.08819235	0	0.0100372	0	0.47771894	0	0.00917438	0	0	1	0.02101068046	
1138	Lepidoptera_Group_401	Speyeria aphrodite	Native	33	50	1	1	2	0.02949483	0	0	0	0.15232873	0	0	0	9.41E-09	1	0	
1139	Lepidoptera_Group_402	Actias luna	Native	66	50	1	1	1	0.10125731		0.01678344		0.48437901		0.00917438		1.13E-14		0.03464939573	
1140	Lepidoptera_Group_403					0		1	0.09324375		0.01510625		0.44148823		0.0184337		0		0.03421665398	
1141	Lepidoptera_Group_404					0		1	0.10271582		0.01723631		0.47306767		0.00917438		2.51E-13		0.03643518907	
1142	Lepidoptera_Group_405	Cabnia myronella	Unknown	33		1	1	1	0.09603742		0.02843943		0.40887814		0.02777956		3.91E-12		0.06955478226	
1143	Lepidoptera_Group_406	Eacles imperialis	Native	33	50	1	1	4	0.08645085	0	0.01605412	0	0.41585135	0	0.01379332	0	4.80E-13	1	0.03860542956	
1144	Lepidoptera_Group_407	Junonia coenia	Native	33	50	1	1	1	0.08405351		0.02422007		0.35566844		0.02777956		3.58E-11		0.06809732682	
1145	Lepidoptera_Group_408	Autographa precationis	Native	33	50	1	1	3	0.06609153	0.00345217	0.00465538	0.00132363	0.37381485	0.0132162	0.00152789	0.00305111	1.69E-12	0.21233329	0.01245370536	0.1001520861
1146	Lepidoptera_Group_409	Megalographa biloba	Native	33	50	1	1	1	0.05373725		0.00600003		0.28622666		0		2.60E-12		0.02096251272	
1147	Lepidoptera_Group_41	Thyraylia nana	Unknown	33		1	1	1	0.06376352		0.01032547		0.30044326		0		1.69E-12		0.03436745427	
1148	Lepidoptera_Group_410	Anagrapha falcifera	Native	33	50	1	1	1	0.05373725		0.00465538		0.28622666		0		6.11E-13		0.01626466242	
1149	Lepidoptera_Group_411	Heterocampa varia	Native	33	50	1	1	2	0.07289072	0	0.01002354	0	0.38692082	0	0	0	6.51E-13	1	0.02590592049	
1150	Lepidoptera_Group_412	Allotria elonympha	Native	66	50	1	1	2	0.05525149	0	0.00199071	0	0.31885341	0	0	0	7.30E-14	1	0.00624333922	
1151	Lepidoptera_Group_413	Argyrostrotis anilis	Native	66	100	1	1	3	0.05525149	0	0.00199071	0	0.31885341	0	0	0	3.04E-12	1	0.00624333922	
1152	Lepidoptera_Group_414	Thorybes pylades	Native	33	50	1	1	1	0.03991897		0.00496855		0.20677941		0.00457667		4.04E-10		0.02402826278	
1153	Lepidoptera_Group_415	Achalarus lyciades	Native	66	50	1	1	1	0.03991897		0.00496855		0.20677941		0.00457667		1.69E-10		0.02402826278	
1154	Lepidoptera_Group_416	Baileya ophthalmica	Native	33	50	1	1	1	0.04994824		0.00198544		0.28310715		0.00362167		2.07E-11		0.007013033758	
1155	Lepidoptera_Group_417	Baileya doubledayi	Native	33	50	1	1	1	0.04994824		0.00198544		0.28310715		0.00457667		4.71E-12		0.007013033758	
1156	Lepidoptera_Group_418	Schizura apicalis	Native	33	50	1	1	1	0.04805604		0		0.27976806		0		1.71E-12		0	
1157	Lepidoptera_Group_419					0		1	0.04805604		0		0.27217912		0		4.86E-12		0	
1158	Lepidoptera_Group_42	Cochylis hoffmanana	Unknown	33		1	1	1	0.06376352		0.01809133		0.30044326		0.03248546		1.07E-10		0.06021546298	
1159	Lepidoptera_Group_420	Schizura ipomoeae	Native	33	50	1	1	2	0.04954495	0	0	0	0.28962893	0	0	0	7.25E-13	1	0	
1160	Lepidoptera_Group_421	Schizura badia	Native	33	50	1	1	2	0.04883115	0	0	0	0.26128887	0	0	0	2.39E-11	1	0	
1161	Lepidoptera_Group_422	Schizura unicornis	Native	33	50	1	1	3	0.04883115	0.00180705	0.00539039	0	0.26128887	0.00926721	0.00467317	0	9.80E-11	0.26411154	0.02063000234	0
1162	Lepidoptera_Group_423	Phyciodes tharos	Native	33	50	1	1	2	0.0796307	0.00518143	0.01503056	0	0.35346994	0.02666948	0.00917438	0	2.95E-11	0.04490672	0.04252288045	0
1163	Lepidoptera_Group_424	Pyrrharctia isabella	Native	33	50	1	1	1	0.07697948		0.00999016		0.42916661		0.00457667		0		0.02327804579	
1164	Lepidoptera_Group_425	Heterocampa guttivitta	Native	33	50	1	1	1	0.07683744		0.00400537		0.45716273		0		1.07E-14		0.008761366002	
1165	Lepidoptera_Group_426	Agonopterix robiniella	Native	33		1	1	1	0.07024164		0.01081378		0.35284605		0.01379332		3.57E-13		0.03064730355	
1166	Lepidoptera_Group_427	Heterocampa umbrata	Native	33	50	1	1	2	0.07683744	0	0.00400537	0	0.4007686	0	0	0	2.40E-12	1	0.009994221104	
1167	Lepidoptera_Group_428	Hypena eductalis	Unknown	33		1	1	1	0.05213431		0		0.30173828		0		1.70E-11		0	
1168	Lepidoptera_Group_429	Hypena baltimoralis	Native	33	50	1	1	5	0.05213431	0.0010348	0	0	0.30173828	0.00510103	0	0	3.62E-12	0.506399	0	0
1169	Lepidoptera_Group_43	Coelostathma discopunctana	Unknown	33		1	1	1	0.07884138		0.01404254		0.39977571		0.01379332		1.52E-11		0.03512604605	
1170	Lepidoptera_Group_430	Ptichodis bistrigata	Native	33	50	1	1	1	0.07545192		0.00800274		0.41525116		0		3.18E-14		0.01927204731	
1171	Lepidoptera_Group_431	Phaeoura quernaria	Native	33	50	1	1	2	0.07574051	0.00648813	0.00546408	0	0.40939636	0.03333882	0	0	0	0.02477762	0.0133466746	0
1172	Lepidoptera_Group_432	Cycnia tenera	Unknown	33		1	1	2	0.0727353	0	0.00199269	0	0.40654077	0	0	0	0	1	0.004901574816	
1173	Lepidoptera_Group_433	Maliattha synochitis	Native	33	50	1	1	2	0.07234244	0	0.00999682	0	0.3469856	0	0.00457667	0	2.52E-12	1	0.02881047513	
1174	Lepidoptera_Group_434	Mompha cephalonthiella	Unknown	33		1	1	3	0.09248162	0.00087396	0.009422	0	0.43480443	0.00441558	0.00461974	0	7.87E-12	0.54515233	0.02166951243	0
1175	Lepidoptera_Group_435	Euparthenos nubilis	Native	33	50	1	1	1	0.06654364		0.00600403		0.35719985		0		4.71E-13		0.01680860168	
1176	Lepidoptera_Group_436	Callopistria mollissima	Native	33	50	1	1	1	0.06701029		0.00896723		0.3456114		0		1.29E-11		0.02594599021	
1177	Lepidoptera_Group_437	Zale horrida	Native	33	50	1	1	1	0.04729241		0.0059682		0.24145349		0		1.14E-10		0.02471780383	
1178	Lepidoptera_Group_438	Zale unilineata	Native	33	50	1	1	2	0.03309637	0.00258719	0	0	0.18406857	0.0132162	0	0	8.15E-10	0.15716617	0	0
1179	Lepidoptera_Group_439	Zale undularis	Native	33	50	1	1	2	0.03309637	0	0	0	0.18406857	0	0	0	3.31E-10	1	0	
1180	Lepidoptera_Group_44	Grapholita eclipsana	Unknown	33		1	1	2	0.07343691	0.00648424	0.00802422	0	0.40054419	0.032828	0	0	8.72E-13	0.02481329	0.0200332952	0
1181	Lepidoptera_Group_440	Zale intenta	Unknown	33		2	1	5	0.03918501	0.00415836	0	0	0.22416607	0.02175107	0	0	2.93E-10	0.39807428	0	0
1182	Lepidoptera_Group_440	Zale lunifera	Native	33	50	2	1	5	0.03918501	0.00415836	0	0	0.22416607	0.02175107	0	0	2.93E-10	0.39807428	0	0
1183	Lepidoptera_Group_441	Zale obliqua	Native	33	50	1	1	2	0.03563171	0	0	0	0.20019749	0	0	0	4.39E-10	1	0	
1184	Lepidoptera_Group_442	Zale submediana	Native	33	50	1	1	1	0.02148852		0		0.11638638		0		1.53E-07		0	
1185	Lepidoptera_Group_443	Zale curema	Native	33	50	2	1	5	0.02148852	0.01096802	0	0	0.11638638	0.05797512	0	0	8.40E-08	0.20184748	0	0
1186	Lepidoptera_Group_443	Zale helata	Native	33	50	2	1	5	0.02148852	0.01096802	0	0	0.11638638	0.05797512	0	0	8.40E-08	0.20184748	0	0
1187	Lepidoptera_Group_444	Eudryas unio	Native	33	50	1	1	1	0.05487582		0.00696457		0.29579491		0.00152556		1.58E-12		0.02354526655	
1188	Lepidoptera_Group_445	Psychomorpha epimenis	Native	33	50	1	1	3	0.05487582	0.0017252	0.00696457	0.00131839	0.28888028	0.00444447	0.00152556	0.00305111	1.57E-11	0.66715678	0.02410884537	0.2966360443
1189	Lepidoptera_Group_446	Phoberia atomaris	Native	33	50	1	1	4	0.04547822	0.00172439	0.00397747	0	0.24551522	0.0088108	0.00457667	0	3.05E-11	0.43811078	0.01620050276	0
1190	Lepidoptera_Group_447	Cissusa spadix	Native	33	50	1	1	1	0.04547822		0.00397747		0.24551522		0		8.41E-12		0.01620050276	
1191	Lepidoptera_Group_448	Drasteria graphica	Native	33	50	2	1	7	0.06912244	0.00370928	0.01001255	0	0.32748108	0.01927981	0.00457667	0	3.21E-10	0.41531239	0.03057443807	0
1192	Lepidoptera_Group_448	Drasteria occulta	Native	33	50	2	1	7	0.06912244	0.00370928	0.01001255	0	0.32748108	0.01927981	0.00457667	0	3.21E-10	0.41531239	0.03057443807	0
1193	Lepidoptera_Group_449	Amolita roseola	Native	66	50	1	1	2	0.06322023	0.01698291	0.00599604	0	0.33347573	0.0891459	0.00457667	0	9.38E-12	0.00025716	0.01798043894	0
1194	Lepidoptera_Group_45	Epiblema otiosana	Unknown	33		1	1	1	0.07406587		0.01205249		0.39127147		0.01379332		8.96E-14		0.03080339591	
1195	Lepidoptera_Group_450	Panopoda rufimargo	Native	33	50	1	1	1	0.06270558		0.00398275		0.3611847		0		3.02E-12		0.01102690673	
1196	Lepidoptera_Group_451	Spargaloma sexpunctata	Native	33	50	1	1	2	0.05194526	0	0.00898214	0	0.25692951	0	0	0	1.24E-10	1	0.0349595498	
1197	Lepidoptera_Group_452	Catocala ultronia	Unknown	33		1	1	1	0.03366258		0		0.17257785		0		5.27E-09		0	
1198	Lepidoptera_Group_453	Catocala praeclara	Unknown	33		1	1	3	0.03366258	0	0.00405747	0	0.17257785	0	0.00467317	0	2.11E-09	1	0.02351095462	
1199	Lepidoptera_Group_454	Catocala luctuosa	Unknown	33		1	1	1	0.0299819		0.00404216		0.14884219		0		2.53E-08		0.0271573537	
1200	Lepidoptera_Group_455	Catocala herodias	Unknown	33		1	1	1	0.03577506		0.00198544		0.1931792		0		9.74E-10		0.01027771106	
1201	Lepidoptera_Group_456	Catocala relicta	Unknown	33		1	1	1	0.03711642		0.0019861		0.20144969		0.00457667		6.91E-10		0.009859037261	
1202	Lepidoptera_Group_457	Catocala andromedae	Unknown	33		1	1	1	0.03587143		0.00198216		0.1943895		0		1.56E-09		0.01019684705	
1203	Lepidoptera_Group_458	Catocala unijuga	Unknown	33		1	1	1	0.03578329		0		0.19107366		0		2.41E-09		0	
1204	Lepidoptera_Group_459	Catocala cara	Unknown	33		1	1	1	0.03577506		0		0.19155472		0		2.57E-09		0	
1205	Lepidoptera_Group_46	Epiblema boxcana	Unknown	33		1	1	1	0.06316378		0.01010967		0.32980388		0.01379332		2.75E-12		0.03065358115	
1206	Lepidoptera_Group_460	Palthis angulalis	Native	33	50	1	1	5	0.05904736	0	0.0039854	0	0.31799569	0	0	0	4.33E-12	1	0.01253287427	
1207	Lepidoptera_Group_461	Phalaenophana pyramusalis	Native	33	50	1	1	8	0.05854195	0.00430884	0.00534798	0.00035443	0.32602825	0.02082181	0	0.00081726	5.69E-12	0.17763945	0.01640342516	0.01702205524
1208	Lepidoptera_Group_462	Lascoria ambigualis	Native	33	50	1	1	2	0.05327273	0	0.00424479	0	0.28423817	0	0	0	1.15E-11	1	0.01493391968	
1209	Lepidoptera_Group_463	Palthis asopialis	Native	33	50	1	1	1	0.05355123		0.00397484		0.29584983		0		2.59E-11		0.01343532967	
1210	Lepidoptera_Group_464	Macrochilo orciferalis	Native	33	50	1	1	2	0.04954495	0	0	0	0.27758591	0	0	0	7.70E-12	1	0	
1211	Lepidoptera_Group_465	Idia americalis	Native	33	50	1	1	10	0.04879347	0.00207124	0.00095252	0.00132486	0.27426085	0.006154	0.00183067	0.00305251	6.75E-11	0.56159317	0.003473044002	0.2152843679
1212	Lepidoptera_Group_466	Idia aemula	Native	33	50	1	1	13	0.04879347	0.00258178	0.00055275	0.00030752	0.28118423	0.01248574	0	0.00070905	5.31E-12	0.60428683	0.001965793032	0.02462969756
1213	Lepidoptera_Group_467	Phalaenostola eumelusalis	Native	33	50	1	1	1	0.04146286		0.00199071		0.21306741		0		4.21E-10		0.009343099444	
1214	Lepidoptera_Group_468	Zanclognatha dentata	Native	33	50	4	1	5	0.02801237	0.01145066	0.00039735	0.00079483	0.14563919	0.05719509	0.00091533	0.00183067	2.88E-08	0.00888875	0.002728317838	0.01389682226
1215	Lepidoptera_Group_468	Zanclognatha jacchusalis	Native	33	50	4	1	5	0.02801237	0.01145066	0.00039735	0.00079483	0.14563919	0.05719509	0.00091533	0.00183067	2.88E-08	0.00888875	0.002728317838	0.01389682226
1216	Lepidoptera_Group_468	Zanclognatha marcidilinea	Unknown	33		4	1	5	0.02801237	0.01145066	0.00039735	0.00079483	0.14563919	0.05719509	0.00091533	0.00183067	2.88E-08	0.00888875	0.002728317838	0.01389682226
1217	Lepidoptera_Group_468	Zanclognatha martha	Native	33	50	4	1	5	0.02801237	0.01145066	0.00039735	0.00079483	0.14563919	0.05719509	0.00091533	0.00183067	2.88E-08	0.00888875	0.002728317838	0.01389682226
1218	Lepidoptera_Group_469	Zanclognatha pedipilalis	Native	33	50	1	1	1	0.02576445		0.00198478		0.13233815		0		6.89E-08		0.01499779164	
1219	Lepidoptera_Group_47	Platynota idaeusalis	Unknown	33		1	1	2	0.07508779	0.00258781	0.00399335	0	0.39784062	0.01301551	0	0	2.88E-13	0.15720728	0.01003756228	0
1220	Lepidoptera_Group_470	Chytolita morbidalis	Native	33	50	1	1	2	0.02576445	0.00909571	0.00039735	0	0.13233815	0.04731298	0	0	2.10E-08	0.00774546	0.00300253555	0
1221	Lepidoptera_Group_471	Renia sobrialis	Native	33	50	1	1	1	0.03301098		0		0.18249316		0		1.31E-09		0	
1222	Lepidoptera_Group_472	Renia factiosalis	Native	33	50	1	1	1	0.03301098		0		0.18249316		0		1.66E-09		0	
1223	Lepidoptera_Group_473	Tetanolita sp.				1	1	2	0.04255219	0	0	0	0.24425475	0	0	0	2.01E-11	1	0	
1224	Lepidoptera_Group_474	Tetanolita mynesalis	Unknown	33		1	1	1	0.04255219		0		0.24362939		0		1.59E-11		0	
1225	Lepidoptera_Group_475					0		1	0.09177		0.02601417		0.39576615		0.02777956		2.07E-11		0.06573116473	
1226	Lepidoptera_Group_476	Atteva aurea	Unknown	33		1	1	3	0.08805098	0.00605159	0.02486714	0	0.35984683	0.03121496	0.02777956	0	2.07E-11	0.03148039	0.06910479106	0
1227	Lepidoptera_Group_477	Sympistis chionanthi	Native	33	50	1	1	1	0.07893061		0.00799741		0.44605322		0.00457667		0		0.0179292731	
1228	Lepidoptera_Group_478	Galgula partita	Native	33	50	1	1	1	0.08150971		0.00599005		0.42603583		0		3.93E-12		0.01405996768	
1229	Lepidoptera_Group_479	Raphia frater	Native	33	50	1	1	2	0.07551202	0.00258781	0.01204039	0	0.3820354	0.01298734	0	0	2.02E-13	0.15721305	0.03151642492	0
1230	Lepidoptera_Group_48					0		3	0.03213876	0.00276463	0	0	0.17706063	0.01401573	0	0	8.20E-10	0.18576524	0	0
1231	Lepidoptera_Group_480	Sympistis perscripta	Native	33	50	1	1	2	0.07207666	0.00388252	0.00598808	0	0.37807119	0.01978137	0	0	1.29E-11	0.08281149	0.01583849856	0
1232	Lepidoptera_Group_481	Phytometra rhodarialis	Native	33	50	1	1	2	0.07354055	0.00129241	0.00897617	0	0.38466336	0.00660797	0.00469195	0	1.64E-13	0.31773219	0.02333513127	0
1233	Lepidoptera_Group_482	Ulolonche modesta	Native	33	50	1	1	1	0.05482067		0.00399734		0.28837497		0		3.31E-12		0.01386160526	
1234	Lepidoptera_Group_483	Ulolonche culea	Native	33	50	1	1	2	0.05482067	0.01218309	0.00409267	0	0.28837497	0.06319526	0	0	1.68E-12	0.00244765	0.0141921818	0
1235	Lepidoptera_Group_484	Elaphria grata	Native	33	50	1	1	2	0.07000406	0	0.00598012	0	0.36958094	0	0	0	1.77E-11	1	0.01618081279	
1236	Lepidoptera_Group_485	Polygrammate hebraeicum	Native	33	50	1	1	1	0.04216207		0.00201792		0.22788796		0		1.45E-10		0.008854877634	
1237	Lepidoptera_Group_486	Comachara cadburyi	Native	33	50	1	1	5	0.04216207	0.00290565	0.00201792	0	0.22788796	0.01261075	0	0	4.00E-11	0.33657416	0.008854877634	0
1238	Lepidoptera_Group_487	Agnorisma badinodis	Native	66	50	1	1	2	0.06856783	0.00129272	0	0	0.39607026	0.00635597	0	0	0	0.31779278	0	0
1239	Lepidoptera_Group_488	Phosphila miselioides	Native	33	50	1	1	1	0.06608587		0.00599204		0.34841552		0		3.53E-12		0.01719797097	
1240	Lepidoptera_Group_489	Pseudeustrotia carneola	Native	33	50	1	1	4	0.06712486	0.00200217	0.00622347	0	0.34184628	0.010261	0.00156398	0	8.35E-12	0.54134997	0.01820546358	0
1241	Lepidoptera_Group_49	Ancylis burgessiana	Native	33		1	1	2	0.03213876	0	0	0	0.17706063	0	0	0	9.46E-09	1	0	
1242	Lepidoptera_Group_490	Acronicta afflicta	Native	66	50	1	1	1	0.06628048		0.00600203		0.35281637		0		5.11E-14		0.01701176734	
1243	Lepidoptera_Group_491	Melaporphyria immortua	Native	33	50	1	1	2	0.06386027	0	0.00547448	0	0.34810904	0	0.00133334	0	3.88E-12	1	0.01572633678	
1244	Lepidoptera_Group_492	Lacinipolia renigera	Native	33	50	1	1	2	0.06294742	0.00518265	0.00198939	0	0.35192053	0.02631849	0	0	0	0.04494337	0.005652952387	0
1245	Lepidoptera_Group_493	Colocasia propinquilinea	Native	33	50	1	1	3	0.06140101	0.00264836	0.00476381	0	0.31898307	0.01331602	0	0	5.87E-11	0.18588639	0.01493436627	0
1246	Lepidoptera_Group_494	Athetis tarda	Native	33	50	1	1	3	0.05856035	0.00086181	0.00397615	0	0.3252655	0.00438599	0	0	1.59E-11	0.54515944	0.01222432136	0
1247	Lepidoptera_Group_495	Fagitana littera	Native	33	50	1	1	1	0.05472817		0.00425231		0.30584505		0		1.34E-11		0.01390347825	
1248	Lepidoptera_Group_496	Trachea delicata	Native	33	50	1	1	1	0.06103017		0.00609226		0.28086117		0.00917438		2.01E-10		0.02169135734	
1249	Lepidoptera_Group_497	Schinia septentrionalis	Native	33	50	1	1	6	0.04689132	0.0004308	0.00397879	0	0.23321387	0.002193	0	0	2.05E-10	0.77257972	0.01706069197	0
1250	Lepidoptera_Group_498	Schinia spinosae	Native	33	50	1	1	1	0.04689132		0.00397484		0.23321387		0		4.77E-11		0.01704375473	
1251	Lepidoptera_Group_499	Derrima stellata	Native	33	50	1	1	2	0.05691991	0.00518021	0.00198676	0	0.30076869	0.02655145	0	0	5.26E-12	0.04491904	0.006605607785	0
1252	Lepidoptera_Group_5	Coptodisca splendoriferella	Unknown	33		1	1	1	0.08527996		0.02395955		0.42259587		0.02777956		2.69E-10		0.05669612909	
1253	Lepidoptera_Group_50	Endothenia hebesana	Unknown	33		1	1	2	0.07101644	0	0.00597414	0	0.3863935	0	0	0	0	1	0.01546128493	
1254	Lepidoptera_Group_500	Bagisara rectifascia	Native	33	50	1	1	2	0.05571838	0	0.00497679	0	0.26763183	0	0	0	2.38E-10	1	0.01859565807	
1255	Lepidoptera_Group_501	Euxoa bostoniensis	Native	33	50	1	1	2	0.05346837	0	0.00598407	0	0.29039614	0	0	0	4.68E-12	1	0.02060657556	
1256	Lepidoptera_Group_502	Morrisonia latex	Native	33	50	1	1	1	0.04546786		0.00595241		0.23863428		0.00457667		2.55E-10		0.02494365017	
1257	Lepidoptera_Group_503	Achatia distincta	Native	66	50	1	1	1	0.04539935		0		0.23863428		0		8.85E-11		0	
1258	Lepidoptera_Group_504	Feltia jaculifera	Native	33	50	1	1	1	0.04945547		0.00199269		0.27594549		0		2.61E-11		0.007221317515	
1259	Lepidoptera_Group_505	Eucoptocnemis fimbriaris	Native	33	50	1	1	1	0.04829611		0.00398672		0.22259345		0.00457667		8.62E-10		0.01791032036	
1260	Lepidoptera_Group_506	Ochropleura implecta	Native	33	50	1	1	2	0.04076553	0.00129272	0	0	0.20498225	0.00657899	0	0	1.93E-09	0.31773916	0	0
1261	Lepidoptera_Group_507	Euxoa violaris	Native	33	50	1	1	1	0.0458414		0.00598407		0.22259345		0.00457667		3.99E-09		0.0268834056	
1262	Lepidoptera_Group_508	Agrotis ipsilon	Native	33	50	1	1	2	0.03710303	0	0.00199336	0	0.19127393	0	0	0	3.22E-09	1	0.0104214934	
1263	Lepidoptera_Group_509	Agrotis gladiaria	Native	33	50	1	1	3	0.02649652	0	0	0	0.1440583	0	0	0	5.39E-08	1	0	
1264	Lepidoptera_Group_51	Hedya nubiferana	Unknown	33		1	1	2	0.0686819	0	0.00699073	0	0.33487741	0	0	0	4.54E-12	1	0.02087548993	
1265	Lepidoptera_Group_510	Agrotis venerabilis	Native	66	50	2	1	6	0.02649652	0.00565832	0	0	0.1440583	0.02985193	0	0	1.17E-08	0.66675216	0	0
1266	Lepidoptera_Group_510	Agrotis vetusta	Native	66	50	2	1	6	0.02649652	0.00565832	0	0	0.1440583	0.02985193	0	0	1.17E-08	0.66675216	0	0
1267	Lepidoptera_Group_511	Noctua pronuba	Native	33	50	1	1	3	0.0436458	0.00174097	0.00201002	0	0.22243293	0.00885986	0	0	6.66E-10	0.43810073	0.009036521706	0
1268	Lepidoptera_Group_512	Hemipachnobia monochromatea	Native	33	50	1	1	2	0.04156613	0	0.00398407	0	0.20874459	0	0	0	1.13E-09	1	0.0190858599	
1269	Lepidoptera_Group_513	Xestia badicollis	Native	33	50	3	1	10	0.0362521	0.00390577	0.00019887	0	0.2014624	0.02041481	0	0	1.30E-09	0.47099291	0.0009871320902	0
1270	Lepidoptera_Group_513	Xestia dilucida	Native	33	50	3	1	10	0.0362521	0.00390577	0.00019887	0	0.2014624	0.02041481	0	0	1.30E-09	0.47099291	0.0009871320902	0
1271	Lepidoptera_Group_513	Xestia elimata	Native	33	50	3	1	10	0.0362521	0.00390577	0.00019887	0	0.2014624	0.02041481	0	0	1.30E-09	0.47099291	0.0009871320902	0
