Number,Order_Group,Species_Name,Final_Status,Status_Confidence,Database_Confidence,Group_Count,Species_Count,Sequence_Count,predict,ML_Distance,ML_Similarity,dN_Distance,dN_Similarity,dS_Distance,dS_Similarity,AA_Distance,AA_Similarity,Ztest_Distance,Ztest_Similarity,dN/dS_Distance,dN/dS_Similarity
1164,Lepidoptera_Group_425,Heterocampa guttivitta,native,33.0,50.0,1,1.0,1,native,0.07683744,,0.00400537,,0.45716273,,0.0,,1.07e-14,,0.008761366002,
1165,Lepidoptera_Group_426,Agonopterix robiniella,native,33.0,,1,1.0,1,native,0.07024164,,0.01081378,,0.35284605,,0.01379332,,3.570000000000001e-13,,0.03064730355,
1166,Lepidoptera_Group_427,Heterocampa umbrata,native,33.0,50.0,1,1.0,2,introduced,0.07683744,0.0,0.00400537,0.0,0.4007686,0.0,0.0,0.0,2.4e-12,1.0,0.009994221104,
1167,Lepidoptera_Group_428,Hypena eductalis,,33.0,,1,1.0,1,native,0.05213431,,0.0,,0.30173828,,0.0,,1.7e-11,,0.0,
1168,Lepidoptera_Group_429,Hypena baltimoralis,native,33.0,50.0,1,1.0,5,native,0.05213431,0.0010348,0.0,0.0,0.30173828,0.00510103,0.0,0.0,3.6200000000000003e-12,0.5063989999999999,0.0,0.0
1169,Lepidoptera_Group_43,Coelostathma discopunctana,,33.0,,1,1.0,1,native,0.07884138,,0.01404254,,0.39977571,,0.01379332,,1.52e-11,,0.03512604605,
1170,Lepidoptera_Group_430,Ptichodis bistrigata,native,33.0,50.0,1,1.0,1,native,0.07545192,,0.00800274,,0.41525116,,0.0,,3.18e-14,,0.01927204731,
1171,Lepidoptera_Group_431,Phaeoura quernaria,native,33.0,50.0,1,1.0,2,native,0.07574051,0.00648813,0.00546408,0.0,0.40939636,0.03333882,0.0,0.0,0.0,0.02477762,0.0133466746,0.0
1172,Lepidoptera_Group_432,Cycnia tenera,,33.0,,1,1.0,2,introduced,0.0727353,0.0,0.00199269,0.0,0.40654077,0.0,0.0,0.0,0.0,1.0,0.004901574816,
1173,Lepidoptera_Group_433,Maliattha synochitis,native,33.0,50.0,1,1.0,2,introduced,0.07234244,0.0,0.00999682,0.0,0.34698559999999995,0.0,0.00457667,0.0,2.52e-12,1.0,0.028810475130000002,
1174,Lepidoptera_Group_434,Mompha cephalonthiella,,33.0,,1,1.0,3,native,0.09248162,0.00087396,0.009422,0.0,0.43480443,0.00441558,0.00461974,0.0,7.870000000000001e-12,0.54515233,0.021669512430000003,0.0
1175,Lepidoptera_Group_435,Euparthenos nubilis,native,33.0,50.0,1,1.0,1,native,0.06654364,,0.00600403,,0.35719985,,0.0,,4.71e-13,,0.01680860168,
1176,Lepidoptera_Group_436,Callopistria mollissima,native,33.0,50.0,1,1.0,1,native,0.06701029,,0.00896723,,0.3456114,,0.0,,1.2900000000000002e-11,,0.02594599021,
1177,Lepidoptera_Group_437,Zale horrida,native,33.0,50.0,1,1.0,1,native,0.04729241,,0.0059682,,0.24145349,,0.0,,1.1400000000000001e-10,,0.02471780383,
1178,Lepidoptera_Group_438,Zale unilineata,native,33.0,50.0,1,1.0,2,native,0.03309637,0.00258719,0.0,0.0,0.18406857,0.0132162,0.0,0.0,8.150000000000001e-10,0.15716617,0.0,0.0
1179,Lepidoptera_Group_439,Zale undularis,native,33.0,50.0,1,1.0,2,introduced,0.03309637,0.0,0.0,0.0,0.18406857,0.0,0.0,0.0,3.31e-10,1.0,0.0,
1180,Lepidoptera_Group_44,Grapholita eclipsana,,33.0,,1,1.0,2,native,0.07343691,0.00648424,0.00802422,0.0,0.40054419,0.032827999999999996,0.0,0.0,8.72e-13,0.02481329,0.0200332952,0.0
1181,Lepidoptera_Group_440,Zale intenta,,33.0,,2,1.0,5,native,0.03918501,0.00415836,0.0,0.0,0.22416607,0.02175107,0.0,0.0,2.93e-10,0.39807428,0.0,0.0
1182,Lepidoptera_Group_440,Zale lunifera,native,33.0,50.0,2,1.0,5,native,0.03918501,0.00415836,0.0,0.0,0.22416607,0.02175107,0.0,0.0,2.93e-10,0.39807428,0.0,0.0
1183,Lepidoptera_Group_441,Zale obliqua,native,33.0,50.0,1,1.0,2,introduced,0.03563171,0.0,0.0,0.0,0.20019749,0.0,0.0,0.0,4.3900000000000003e-10,1.0,0.0,
1184,Lepidoptera_Group_442,Zale submediana,native,33.0,50.0,1,1.0,1,native,0.02148852,,0.0,,0.11638638,,0.0,,1.53e-07,,0.0,
1185,Lepidoptera_Group_443,Zale curema,native,33.0,50.0,2,1.0,5,native,0.02148852,0.01096802,0.0,0.0,0.11638638,0.05797512,0.0,0.0,8.4e-08,0.20184748,0.0,0.0
1186,Lepidoptera_Group_443,Zale helata,native,33.0,50.0,2,1.0,5,native,0.02148852,0.01096802,0.0,0.0,0.11638638,0.05797512,0.0,0.0,8.4e-08,0.20184748,0.0,0.0
1187,Lepidoptera_Group_444,Eudryas unio,native,33.0,50.0,1,1.0,1,native,0.05487582,,0.00696457,,0.29579491,,0.00152556,,1.5800000000000001e-12,,0.02354526655,
1188,Lepidoptera_Group_445,Psychomorpha epimenis,native,33.0,50.0,1,1.0,3,introduced,0.05487582,0.0017251999999999999,0.00696457,0.00131839,0.28888028,0.00444447,0.00152556,0.00305111,1.57e-11,0.66715678,0.02410884537,0.2966360443
1189,Lepidoptera_Group_446,Phoberia atomaris,native,33.0,50.0,1,1.0,4,native,0.04547822,0.00172439,0.00397747,0.0,0.24551522,0.008810799999999999,0.00457667,0.0,3.0500000000000005e-11,0.43811078,0.01620050276,0.0
1190,Lepidoptera_Group_447,Cissusa spadix,native,33.0,50.0,1,1.0,1,native,0.04547822,,0.00397747,,0.24551522,,0.0,,8.41e-12,,0.01620050276,
1191,Lepidoptera_Group_448,Drasteria graphica,native,33.0,50.0,2,1.0,7,native,0.06912244,0.00370928,0.01001255,0.0,0.32748108,0.01927981,0.00457667,0.0,3.21e-10,0.41531239,0.03057443807,0.0
1192,Lepidoptera_Group_448,Drasteria occulta,native,33.0,50.0,2,1.0,7,native,0.06912244,0.00370928,0.01001255,0.0,0.32748108,0.01927981,0.00457667,0.0,3.21e-10,0.41531239,0.03057443807,0.0
1193,Lepidoptera_Group_449,Amolita roseola,native,66.0,50.0,1,1.0,2,native,0.06322023,0.01698291,0.00599604,0.0,0.33347573,0.0891459,0.00457667,0.0,9.380000000000001e-12,0.00025716,0.01798043894,0.0
1194,Lepidoptera_Group_45,Epiblema otiosana,,33.0,,1,1.0,1,native,0.07406587,,0.01205249,,0.39127147,,0.01379332,,8.96e-14,,0.03080339591,
1195,Lepidoptera_Group_450,Panopoda rufimargo,native,33.0,50.0,1,1.0,1,native,0.06270558,,0.00398275,,0.3611847,,0.0,,3.02e-12,,0.01102690673,
1196,Lepidoptera_Group_451,Spargaloma sexpunctata,native,33.0,50.0,1,1.0,2,introduced,0.05194526,0.0,0.00898214,0.0,0.25692951,0.0,0.0,0.0,1.2399999999999999e-10,1.0,0.0349595498,
1197,Lepidoptera_Group_452,Catocala ultronia,,33.0,,1,1.0,1,native,0.03366258,,0.0,,0.17257785,,0.0,,5.27e-09,,0.0,
1198,Lepidoptera_Group_453,Catocala praeclara,,33.0,,1,1.0,3,introduced,0.03366258,0.0,0.00405747,0.0,0.17257785,0.0,0.00467317,0.0,2.1100000000000004e-09,1.0,0.02351095462,
1199,Lepidoptera_Group_454,Catocala luctuosa,,33.0,,1,1.0,1,native,0.029981900000000002,,0.00404216,,0.14884219,,0.0,,2.5299999999999998e-08,,0.0271573537,
1200,Lepidoptera_Group_455,Catocala herodias,,33.0,,1,1.0,1,native,0.03577506,,0.00198544,,0.19317920000000002,,0.0,,9.74e-10,,0.01027771106,
1201,Lepidoptera_Group_456,Catocala relicta,,33.0,,1,1.0,1,native,0.03711642,,0.0019861,,0.20144969,,0.00457667,,6.91e-10,,0.009859037261,
1202,Lepidoptera_Group_457,Catocala andromedae,,33.0,,1,1.0,1,native,0.03587143,,0.00198216,,0.1943895,,0.0,,1.56e-09,,0.01019684705,
1203,Lepidoptera_Group_458,Catocala unijuga,,33.0,,1,1.0,1,native,0.03578329,,0.0,,0.19107366,,0.0,,2.41e-09,,0.0,
1204,Lepidoptera_Group_459,Catocala cara,,33.0,,1,1.0,1,native,0.03577506,,0.0,,0.19155472,,0.0,,2.57e-09,,0.0,
1205,Lepidoptera_Group_46,Epiblema boxcana,,33.0,,1,1.0,1,native,0.06316378,,0.01010967,,0.32980388,,0.01379332,,2.75e-12,,0.03065358115,
1206,Lepidoptera_Group_460,Palthis angulalis,native,33.0,50.0,1,1.0,5,introduced,0.05904736,0.0,0.0039854,0.0,0.31799569,0.0,0.0,0.0,4.33e-12,1.0,0.012532874270000001,
1207,Lepidoptera_Group_461,Phalaenophana pyramusalis,native,33.0,50.0,1,1.0,8,native,0.05854195,0.00430884,0.00534798,0.00035443,0.32602825,0.02082181,0.0,0.00081726,5.690000000000001e-12,0.17763945,0.01640342516,0.01702205524
1208,Lepidoptera_Group_462,Lascoria ambigualis,native,33.0,50.0,1,1.0,2,introduced,0.05327273,0.0,0.00424479,0.0,0.28423817,0.0,0.0,0.0,1.1499999999999999e-11,1.0,0.014933919680000001,
1209,Lepidoptera_Group_463,Palthis asopialis,native,33.0,50.0,1,1.0,1,native,0.05355123,,0.00397484,,0.29584983,,0.0,,2.59e-11,,0.01343532967,
1210,Lepidoptera_Group_464,Macrochilo orciferalis,native,33.0,50.0,1,1.0,2,introduced,0.04954495,0.0,0.0,0.0,0.27758591,0.0,0.0,0.0,7.7e-12,1.0,0.0,
1211,Lepidoptera_Group_465,Idia americalis,native,33.0,50.0,1,1.0,10,native,0.04879347,0.00207124,0.00095252,0.00132486,0.27426085,0.006154,0.00183067,0.00305251,6.75e-11,0.56159317,0.0034730440019999998,0.2152843679
1212,Lepidoptera_Group_466,Idia aemula,native,33.0,50.0,1,1.0,13,native,0.04879347,0.00258178,0.00055275,0.00030752,0.28118423,0.01248574,0.0,0.00070905,5.31e-12,0.60428683,0.001965793032,0.02462969756
1213,Lepidoptera_Group_467,Phalaenostola eumelusalis,native,33.0,50.0,1,1.0,1,native,0.04146286,,0.00199071,,0.21306741,,0.0,,4.21e-10,,0.009343099444,
1214,Lepidoptera_Group_468,Zanclognatha dentata,native,33.0,50.0,4,1.0,5,native,0.02801237,0.01145066,0.00039735,0.00079483,0.14563919,0.05719509,0.00091533,0.00183067,2.88e-08,0.00888875,0.0027283178379999998,0.01389682226
1215,Lepidoptera_Group_468,Zanclognatha jacchusalis,native,33.0,50.0,4,1.0,5,native,0.02801237,0.01145066,0.00039735,0.00079483,0.14563919,0.05719509,0.00091533,0.00183067,2.88e-08,0.00888875,0.0027283178379999998,0.01389682226
1216,Lepidoptera_Group_468,Zanclognatha marcidilinea,,33.0,,4,1.0,5,native,0.02801237,0.01145066,0.00039735,0.00079483,0.14563919,0.05719509,0.00091533,0.00183067,2.88e-08,0.00888875,0.0027283178379999998,0.01389682226
1217,Lepidoptera_Group_468,Zanclognatha martha,native,33.0,50.0,4,1.0,5,native,0.02801237,0.01145066,0.00039735,0.00079483,0.14563919,0.05719509,0.00091533,0.00183067,2.88e-08,0.00888875,0.0027283178379999998,0.01389682226
1218,Lepidoptera_Group_469,Zanclognatha pedipilalis,native,33.0,50.0,1,1.0,1,native,0.02576445,,0.00198478,,0.13233815,,0.0,,6.89e-08,,0.01499779164,
1219,Lepidoptera_Group_47,Platynota idaeusalis,,33.0,,1,1.0,2,native,0.07508779,0.00258781,0.00399335,0.0,0.39784062,0.01301551,0.0,0.0,2.8800000000000004e-13,0.15720728,0.01003756228,0.0
1220,Lepidoptera_Group_470,Chytolita morbidalis,native,33.0,50.0,1,1.0,2,native,0.02576445,0.00909571,0.00039735,0.0,0.13233815,0.04731298,0.0,0.0,2.1e-08,0.00774546,0.0030025355499999997,0.0
1221,Lepidoptera_Group_471,Renia sobrialis,native,33.0,50.0,1,1.0,1,native,0.03301098,,0.0,,0.18249316,,0.0,,1.31e-09,,0.0,
1222,Lepidoptera_Group_472,Renia factiosalis,native,33.0,50.0,1,1.0,1,native,0.03301098,,0.0,,0.18249316,,0.0,,1.66e-09,,0.0,
1223,Lepidoptera_Group_473,Tetanolita sp.,,,,1,1.0,2,introduced,0.04255219,0.0,0.0,0.0,0.24425475,0.0,0.0,0.0,2.01e-11,1.0,0.0,
1224,Lepidoptera_Group_474,Tetanolita mynesalis,,33.0,,1,1.0,1,native,0.04255219,,0.0,,0.24362939,,0.0,,1.59e-11,,0.0,
1225,Lepidoptera_Group_475,,,,,0,,1,native,0.09177,,0.02601417,,0.39576615,,0.02777956,,2.0699999999999997e-11,,0.06573116473,
1226,Lepidoptera_Group_476,Atteva aurea,,33.0,,1,1.0,3,native,0.08805098,0.00605159,0.02486714,0.0,0.35984683,0.03121496,0.02777956,0.0,2.0699999999999997e-11,0.03148039,0.06910479106,0.0
1227,Lepidoptera_Group_477,Sympistis chionanthi,native,33.0,50.0,1,1.0,1,native,0.07893061,,0.00799741,,0.44605322,,0.00457667,,0.0,,0.0179292731,
1228,Lepidoptera_Group_478,Galgula partita,native,33.0,50.0,1,1.0,1,native,0.08150971,,0.00599005,,0.42603583,,0.0,,3.9300000000000004e-12,,0.014059967680000002,
1229,Lepidoptera_Group_479,Raphia frater,native,33.0,50.0,1,1.0,2,native,0.07551202,0.00258781,0.01204039,0.0,0.3820354,0.01298734,0.0,0.0,2.02e-13,0.15721305,0.03151642492,0.0
1230,Lepidoptera_Group_48,,,,,0,,3,native,0.03213876,0.00276463,0.0,0.0,0.17706063,0.01401573,0.0,0.0,8.200000000000001e-10,0.18576524,0.0,0.0
1231,Lepidoptera_Group_480,Sympistis perscripta,native,33.0,50.0,1,1.0,2,native,0.07207666,0.00388252,0.00598808,0.0,0.37807119,0.01978137,0.0,0.0,1.2900000000000002e-11,0.08281149,0.01583849856,0.0
1232,Lepidoptera_Group_481,Phytometra rhodarialis,native,33.0,50.0,1,1.0,2,native,0.07354055,0.00129241,0.00897617,0.0,0.38466336,0.00660797,0.00469195,0.0,1.6399999999999998e-13,0.31773219,0.02333513127,0.0
1233,Lepidoptera_Group_482,Ulolonche modesta,native,33.0,50.0,1,1.0,1,native,0.05482067,,0.00399734,,0.28837497,,0.0,,3.3100000000000002e-12,,0.013861605259999998,
1234,Lepidoptera_Group_483,Ulolonche culea,native,33.0,50.0,1,1.0,2,native,0.05482067,0.01218309,0.00409267,0.0,0.28837497,0.06319526,0.0,0.0,1.68e-12,0.00244765,0.0141921818,0.0
1235,Lepidoptera_Group_484,Elaphria grata,native,33.0,50.0,1,1.0,2,introduced,0.07000406,0.0,0.00598012,0.0,0.36958094,0.0,0.0,0.0,1.7699999999999998e-11,1.0,0.016180812790000002,
1236,Lepidoptera_Group_485,Polygrammate hebraeicum,native,33.0,50.0,1,1.0,1,native,0.04216207,,0.00201792,,0.22788796,,0.0,,1.4500000000000002e-10,,0.008854877634,
1237,Lepidoptera_Group_486,Comachara cadburyi,native,33.0,50.0,1,1.0,5,native,0.04216207,0.00290565,0.00201792,0.0,0.22788796,0.01261075,0.0,0.0,4.0000000000000004e-11,0.33657416,0.008854877634,0.0
1238,Lepidoptera_Group_487,Agnorisma badinodis,native,66.0,50.0,1,1.0,2,native,0.06856783,0.00129272,0.0,0.0,0.39607026,0.00635597,0.0,0.0,0.0,0.31779278,0.0,0.0
1239,Lepidoptera_Group_488,Phosphila miselioides,native,33.0,50.0,1,1.0,1,native,0.06608587,,0.00599204,,0.34841552,,0.0,,3.5299999999999997e-12,,0.017197970969999997,
1240,Lepidoptera_Group_489,Pseudeustrotia carneola,native,33.0,50.0,1,1.0,4,native,0.06712486,0.00200217,0.00622347,0.0,0.34184628,0.010261,0.00156398,0.0,8.349999999999999e-12,0.54134997,0.01820546358,0.0
1241,Lepidoptera_Group_49,Ancylis burgessiana,native,33.0,,1,1.0,2,introduced,0.03213876,0.0,0.0,0.0,0.17706063,0.0,0.0,0.0,9.46e-09,1.0,0.0,
1242,Lepidoptera_Group_490,Acronicta afflicta,native,66.0,50.0,1,1.0,1,native,0.06628048,,0.00600203,,0.35281637,,0.0,,5.11e-14,,0.01701176734,
1243,Lepidoptera_Group_491,Melaporphyria immortua,native,33.0,50.0,1,1.0,2,introduced,0.06386027,0.0,0.00547448,0.0,0.34810904,0.0,0.00133334,0.0,3.88e-12,1.0,0.01572633678,
1244,Lepidoptera_Group_492,Lacinipolia renigera,native,33.0,50.0,1,1.0,2,native,0.06294742,0.00518265,0.00198939,0.0,0.35192053,0.02631849,0.0,0.0,0.0,0.04494337,0.005652952387,0.0
1245,Lepidoptera_Group_493,Colocasia propinquilinea,native,33.0,50.0,1,1.0,3,native,0.06140101,0.00264836,0.00476381,0.0,0.31898307,0.01331602,0.0,0.0,5.87e-11,0.18588639,0.014934366269999999,0.0
1246,Lepidoptera_Group_494,Athetis tarda,native,33.0,50.0,1,1.0,3,native,0.05856035,0.00086181,0.00397615,0.0,0.32526550000000004,0.00438599,0.0,0.0,1.59e-11,0.54515944,0.01222432136,0.0
1247,Lepidoptera_Group_495,Fagitana littera,native,33.0,50.0,1,1.0,1,native,0.05472817,,0.00425231,,0.30584505,,0.0,,1.34e-11,,0.01390347825,
1248,Lepidoptera_Group_496,Trachea delicata,native,33.0,50.0,1,1.0,1,native,0.06103017,,0.00609226,,0.28086117,,0.00917438,,2.01e-10,,0.021691357340000002,
1249,Lepidoptera_Group_497,Schinia septentrionalis,native,33.0,50.0,1,1.0,6,introduced,0.04689132,0.0004308,0.00397879,0.0,0.23321387,0.002193,0.0,0.0,2.0500000000000002e-10,0.77257972,0.01706069197,0.0
1250,Lepidoptera_Group_498,Schinia spinosae,native,33.0,50.0,1,1.0,1,native,0.04689132,,0.00397484,,0.23321387,,0.0,,4.77e-11,,0.017043754730000003,
1251,Lepidoptera_Group_499,Derrima stellata,native,33.0,50.0,1,1.0,2,native,0.05691991,0.00518021,0.00198676,0.0,0.30076869,0.02655145,0.0,0.0,5.26e-12,0.04491904,0.006605607785,0.0
1252,Lepidoptera_Group_5,Coptodisca splendoriferella,,33.0,,1,1.0,1,native,0.08527996,,0.02395955,,0.42259587,,0.02777956,,2.69e-10,,0.05669612909,
1253,Lepidoptera_Group_50,Endothenia hebesana,,33.0,,1,1.0,2,introduced,0.07101644,0.0,0.00597414,0.0,0.3863935,0.0,0.0,0.0,0.0,1.0,0.01546128493,
1254,Lepidoptera_Group_500,Bagisara rectifascia,native,33.0,50.0,1,1.0,2,introduced,0.05571838,0.0,0.00497679,0.0,0.26763183,0.0,0.0,0.0,2.38e-10,1.0,0.018595658069999996,
1255,Lepidoptera_Group_501,Euxoa bostoniensis,native,33.0,50.0,1,1.0,2,introduced,0.05346837,0.0,0.00598407,0.0,0.29039614,0.0,0.0,0.0,4.68e-12,1.0,0.02060657556,
1256,Lepidoptera_Group_502,Morrisonia latex,native,33.0,50.0,1,1.0,1,native,0.04546786,,0.00595241,,0.23863428,,0.00457667,,2.55e-10,,0.02494365017,
1257,Lepidoptera_Group_503,Achatia distincta,native,66.0,50.0,1,1.0,1,native,0.04539935,,0.0,,0.23863428,,0.0,,8.85e-11,,0.0,
1258,Lepidoptera_Group_504,Feltia jaculifera,native,33.0,50.0,1,1.0,1,native,0.04945547,,0.00199269,,0.27594549,,0.0,,2.6100000000000002e-11,,0.007221317515,
1259,Lepidoptera_Group_505,Eucoptocnemis fimbriaris,native,33.0,50.0,1,1.0,1,native,0.04829611,,0.00398672,,0.22259345,,0.00457667,,8.62e-10,,0.01791032036,
1260,Lepidoptera_Group_506,Ochropleura implecta,native,33.0,50.0,1,1.0,2,native,0.04076553,0.00129272,0.0,0.0,0.20498225,0.00657899,0.0,0.0,1.93e-09,0.31773916,0.0,0.0
1261,Lepidoptera_Group_507,Euxoa violaris,native,33.0,50.0,1,1.0,1,native,0.0458414,,0.00598407,,0.22259345,,0.00457667,,3.99e-09,,0.0268834056,
1262,Lepidoptera_Group_508,Agrotis ipsilon,native,33.0,50.0,1,1.0,2,introduced,0.03710303,0.0,0.00199336,0.0,0.19127393,0.0,0.0,0.0,3.22e-09,1.0,0.010421493399999999,
1263,Lepidoptera_Group_509,Agrotis gladiaria,native,33.0,50.0,1,1.0,3,introduced,0.02649652,0.0,0.0,0.0,0.14405829999999997,0.0,0.0,0.0,5.39e-08,1.0,0.0,
1264,Lepidoptera_Group_51,Hedya nubiferana,,33.0,,1,1.0,2,introduced,0.06868189999999999,0.0,0.00699073,0.0,0.33487741,0.0,0.0,0.0,4.54e-12,1.0,0.02087548993,
1265,Lepidoptera_Group_510,Agrotis venerabilis,native,66.0,50.0,2,1.0,6,introduced,0.02649652,0.00565832,0.0,0.0,0.14405829999999997,0.02985193,0.0,0.0,1.1699999999999999e-08,0.66675216,0.0,0.0
1266,Lepidoptera_Group_510,Agrotis vetusta,native,66.0,50.0,2,1.0,6,introduced,0.02649652,0.00565832,0.0,0.0,0.14405829999999997,0.02985193,0.0,0.0,1.1699999999999999e-08,0.66675216,0.0,0.0
1267,Lepidoptera_Group_511,Noctua pronuba,native,33.0,50.0,1,1.0,3,native,0.043645800000000005,0.00174097,0.00201002,0.0,0.22243293,0.00885986,0.0,0.0,6.660000000000001e-10,0.43810073,0.009036521706,0.0
1268,Lepidoptera_Group_512,Hemipachnobia monochromatea,native,33.0,50.0,1,1.0,2,introduced,0.04156613,0.0,0.00398407,0.0,0.20874459,0.0,0.0,0.0,1.13e-09,1.0,0.0190858599,
1269,Lepidoptera_Group_513,Xestia badicollis,native,33.0,50.0,3,1.0,10,native,0.036252099999999995,0.00390577,0.00019887,0.0,0.2014624,0.02041481,0.0,0.0,1.3e-09,0.47099291,0.0009871320902000002,0.0
1270,Lepidoptera_Group_513,Xestia dilucida,native,33.0,50.0,3,1.0,10,native,0.036252099999999995,0.00390577,0.00019887,0.0,0.2014624,0.02041481,0.0,0.0,1.3e-09,0.47099291,0.0009871320902000002,0.0
1271,Lepidoptera_Group_513,Xestia elimata,native,33.0,50.0,3,1.0,10,native,0.036252099999999995,0.00390577,0.00019887,0.0,0.2014624,0.02041481,0.0,0.0,1.3e-09,0.47099291,0.0009871320902000002,0.0
1272,Lepidoptera_Group_514,Xestia smithii,native,33.0,50.0,1,1.0,2,native,0.03511367,0.00518021,0.0,0.0,0.18710722,0.02631849,0.0,0.0,2.36e-09,0.04494337,0.0,0.0
1273,Lepidoptera_Group_515,Protolampra brunneicollis,native,33.0,50.0,1,1.0,3,native,0.03455353,0.00129386,0.00199336,0.0,0.1778749,0.0065266000000000005,0.00458368,0.0,1.02e-08,0.49165033,0.01120652773,0.0
1274,Lepidoptera_Group_516,Xestia dolosa,native,33.0,50.0,1,1.0,1,native,0.02918237,,0.0,,0.15104611,,0.0,,2.66e-08,,0.0,
1275,Lepidoptera_Group_517,Spaelotis clandestina,native,33.0,50.0,1,1.0,1,native,0.02868322,,0.00198807,,0.14861078,,0.00457667,,1.0300000000000001e-07,,0.0133776971,
1276,Lepidoptera_Group_518,Abagrotis alternata,native,66.0,50.0,2,1.0,3,native,0.02607864,0.00345429,0.0,0.0,0.14175763,0.01770096,0.0,0.0,5.0700000000000004e-08,0.36327936,0.0,0.0
1277,Lepidoptera_Group_518,Abagrotis anchocelioides,native,66.0,50.0,2,1.0,3,native,0.02607864,0.00345429,0.0,0.0,0.14175763,0.01770096,0.0,0.0,5.0700000000000004e-08,0.36327936,0.0,0.0
1278,Lepidoptera_Group_519,Abagrotis brunneipennis,native,66.0,50.0,4,1.0,10,native,0.02607864,0.0045402,0.0,0.0,0.14175763,0.02336522,0.0,0.0,1.84e-08,0.47306206,0.0,0.0
1279,Lepidoptera_Group_519,Abagrotis cupida,native,66.0,50.0,4,1.0,10,native,0.02607864,0.0045402,0.0,0.0,0.14175763,0.02336522,0.0,0.0,1.84e-08,0.47306206,0.0,0.0
1280,Lepidoptera_Group_519,Abagrotis magnicupida,native,66.0,50.0,4,1.0,10,native,0.02607864,0.0045402,0.0,0.0,0.14175763,0.02336522,0.0,0.0,1.84e-08,0.47306206,0.0,0.0
1281,Lepidoptera_Group_519,Abagrotis nefascia,native,66.0,50.0,4,1.0,10,native,0.02607864,0.0045402,0.0,0.0,0.14175763,0.02336522,0.0,0.0,1.84e-08,0.47306206,0.0,0.0
1282,Lepidoptera_Group_52,Olethreutes concinnana,,33.0,,1,1.0,1,native,0.06258561,,0.00735,,0.33170315,,0.0,,1.13e-12,,0.0221583666,
1283,Lepidoptera_Group_520,Morrisonia confusa,native,33.0,50.0,1,1.0,3,introduced,0.03918632,0.0,0.0,0.0,0.22133274,0.0,0.0,0.0,1.8499999999999998e-10,1.0,0.0,
1284,Lepidoptera_Group_521,Morrisonia evicta,native,33.0,50.0,1,1.0,2,introduced,0.03918632,0.0,0.0,0.0,0.22133274,0.0,0.0,0.0,9.07e-11,1.0,0.0,
1285,Lepidoptera_Group_522,Himella fidelis,native,33.0,50.0,1,1.0,1,native,0.04247694,,0.0,,0.24529120000000001,,0.0,,1.1599999999999999e-10,,0.0,
1286,Lepidoptera_Group_523,Crocigrapha normani,native,33.0,50.0,1,1.0,5,native,0.04247694,0.00155268,0.0,0.0,0.23835003,0.00798258,0.0,0.0,4.51e-10,0.45074021,0.0,0.0
1287,Lepidoptera_Group_524,Euplexia benesimilis,native,33.0,50.0,1,2.0,2,native,0.02594817,0.010839,0.0,0.0,0.14028509,0.05571006,0.0,0.0,5.09e-08,0.00434038,0.0,0.0
1288,Lepidoptera_Group_525,Homorthodes lindseyi,,33.0,,1,1.0,1,native,0.04457616,,0.0,,0.23706365,,0.0,,2.0400000000000002e-10,,0.0,
1289,Lepidoptera_Group_526,Spiramater lutra,native,33.0,50.0,1,1.0,2,native,0.04624626,0.00388252,0.00397615,0.0,0.23845176,0.01982494,0.0,0.0,1.54e-10,0.08280492,0.016674861200000002,0.0
1290,Lepidoptera_Group_527,Phlogophora periculosa,native,33.0,50.0,1,1.0,3,native,0.0445609,0.00086181,0.00397484,0.0,0.22829181,0.0043764,0.0,0.0,7.12e-10,0.54516175,0.0174112247,0.0
1291,Lepidoptera_Group_528,Pseudorthodes vecors,native,33.0,50.0,1,1.0,4,native,0.03806112,0.00194569,0.00399144,0.0,0.18884151,0.00989078,0.00458724,0.0,4.79e-09,0.54140573,0.021136454590000003,0.0
1292,Lepidoptera_Group_529,Orthodes majuscula,native,33.0,50.0,1,1.0,1,native,0.03714525,,0.00198413,,0.18884151,,0.0,,1.55e-09,,0.01050685307,
1293,Lepidoptera_Group_53,Olethreutes baccatana,,33.0,,1,1.0,4,native,0.05640365,0.00496694,0.00749243,0.00232603,0.2833013,0.01750695,0.00803026,0.00534646,1.44e-10,0.20473499,0.026446860640000004,0.1328632343
1294,Lepidoptera_Group_530,Orthodes cynica,native,33.0,50.0,1,1.0,8,introduced,0.03714525,0.00032486,0.0,0.0,0.20212997,0.00165274,0.0,0.0,5.47e-10,0.82943287,0.0,0.0
1295,Lepidoptera_Group_531,Cabera erythemaria,native,33.0,50.0,1,1.0,1,native,0.07904942,,0.00800541,,0.39457936,,0.00459771,,5.820000000000001e-12,,0.02028846618,
1296,Lepidoptera_Group_532,Zimmermannia grandisella,native,33.0,50.0,1,1.0,1,native,0.07423337,,0.01069156,,0.41624763,,0.01970507,,8.93e-12,,0.02568557568,
1297,Lepidoptera_Group_533,Catocala badia,,33.0,,1,1.0,2,native,0.029981900000000002,0.00131884,0.00404216,0.0,0.14884219,0.00669647,0.00464078,0.0,8.190000000000001e-09,0.31771091,0.0271573537,0.0
1298,Lepidoptera_Group_534,Ectoedemia virgulae,native,33.0,50.0,1,2.0,1,native,0.0200257,,0.00467636,,0.09014256,,0.01079243,,8.82e-07,,0.05187738178,
